,7597,12129,14133,12141,16147,12393,19788,17650,18820,10823,18828,7426,22082,19778,19597,20259
2019-05-04,2.07,1.7,2.9,2.2,2.77,1.8,1.6,1.97,2.83,2.2,2.37,3.2,3.5149999999999997,2.4,2.47,1.87
2019-05-05,2.17,1.97,3.73,1.97,3.3,2.13,1.53,1.74,3.2,2.53,2.1,3.03,3.3,2.785,2.13,2.23
2019-05-06,7.17,3.83,6.47,3.67,5.8,4.015000000000001,3.67,3.5,5.47,4.63,4.949999999999999,5.9,6.8,6.57,5.0,4.1850000000000005
2019-05-07,3.25,1.53,2.83,1.43,2.615,1.33,0.73,1.33,2.4,1.67,1.5,2.83,2.415,2.43,1.53,1.23
2019-05-08,6.0,3.43,6.015000000000001,3.5,5.77,3.685,2.97,2.97,5.47,4.33,3.9,5.4350000000000005,5.5,5.725,4.215,3.8
2019-05-09,8.6,5.17,8.17,4.8,8.13,5.73,5.2,4.3,6.65,5.87,5.93,7.385,7.73,6.53,5.77,5.7
2019-05-10,12.57,6.27,9.684999999999999,6.13,10.175,7.050000000000001,6.3,6.4,8.73,7.37,7.33,9.37,10.43,10.684999999999999,8.83,7.135
2019-05-11,5.8149999999999995,4.5,7.9,4.2,8.8,5.75,3.0,3.6950000000000003,7.37,6.115,4.47,6.57,6.63,6.33,5.23,6.3
2019-05-12,2.3,2.37,3.8,2.3,3.53,2.4,2.27,2.0,3.7,,2.3,3.45,3.53,3.05,2.6,2.4
2019-05-13,2.4,2.1,3.53,2.785,3.2,2.43,1.9,1.63,3.7,,2.0,3.63,3.43,2.75,2.77,2.77
2019-05-14,2.6,1.87,3.75,2.13,3.65,2.2,1.33,1.77,3.41,,1.57,2.77,2.77,2.35,2.2,2.43
2019-05-15,4.27,2.1225,4.03,2.37,4.285,2.55,1.23,1.67,3.2,2.63,2.07,3.17,3.53,2.62,2.9,2.5
2019-05-16,3.63,2.2,4.03,2.9,4.17,2.45,1.67,1.9,3.37,2.87,2.07,3.5,4.23,3.08,3.5149999999999997,2.67
2019-05-17,2.07,2.07,2.6,2.27,2.8,2.27,1.57,1.63,2.55,2.23,1.87,2.47,3.77,1.65,2.4,2.12
2019-05-18,3.6,3.0,4.03,3.385,4.43,3.53,3.2,2.1,4.12,3.5,2.77,4.03,5.27,4.47,4.115,3.43
2019-05-19,13.5,9.4,16.63,7.78,18.33,10.37,9.815000000000001,6.93,13.88,9.17,10.17,13.83,14.67,16.86,14.47,11.23
2019-05-20,9.5,6.5,9.9,6.53,11.89,7.53,7.2,5.97,8.58,6.93,7.37,9.1,,11.03,9.95,7.5
2019-05-21,9.8,7.085,10.2,7.03,12.115,8.47,7.85,6.45,9.28,7.33,7.8,,,11.3025,11.13,8.35
2019-05-22,7.8,5.115,7.785,5.72,9.57,6.85,5.4,5.28,7.0,5.949999999999999,5.75,7.2,9.485,8.75,8.97,6.28
2019-05-23,8.184999999999999,7.015000000000001,11.05,6.37,12.67,7.93,7.1,5.83,10.68,8.4,7.1,9.815000000000001,12.435,10.72,10.9,8.4
2019-05-24,4.63,2.97,4.73,3.47,4.885,3.2,2.67,2.47,4.59,3.5,3.13,4.83,6.17,5.67,5.3,3.37
2019-05-25,1.87,1.4,2.43,1.67,2.53,1.83,1.57,1.7,2.47,1.885,2.07,,3.0149999999999997,2.35,2.23,1.63
2019-05-26,1.67,1.53,2.83,1.73,2.5149999999999997,1.77,1.23,1.4,2.98,2.4,2.07,,2.7,2.315,1.8,2.07
2019-05-27,2.73,1.43,2.77,1.6,2.73,1.83,1.13,1.5,2.25,1.8,1.7,2.7,2.93,2.65,2.0,1.73
2019-05-28,5.8,4.4,7.1850000000000005,4.35,7.0,4.8,4.53,4.03,6.75,5.17,5.43,6.53,7.73,7.97,6.03,5.03
2019-05-29,2.63,2.1,3.5,1.72,3.27,2.03,1.37,1.7149999999999999,3.525,2.45,1.9,3.4,3.1399999999999997,3.37,1.8,2.4
2019-05-30,4.77,3.1,5.385,3.33,5.23,3.7,3.13,3.0,4.6,4.13,3.9,4.97,5.67,5.92,4.37,4.0
2019-05-31,1.67,1.37,2.33,1.4,2.2,1.33,1.0,1.27,2.5,1.73,1.5,2.7,2.2,2.45,1.3,1.47
2019-06-01,3.6,3.085,5.37,3.3,5.609999999999999,3.7,2.9850000000000003,2.65,4.92,4.1,4.0,4.715,5.385,5.135,4.215,3.63
2019-06-02,1.8,1.33,2.05,1.635,2.27,1.73,1.3,1.3250000000000002,2.33,1.915,1.9849999999999999,2.3,2.7,2.435,2.0,1.4
2019-06-03,6.93,,7.37,4.83,8.05,5.63,5.07,4.4,7.03,5.8,6.13,7.115,8.49,9.28,6.93,5.715
2019-06-04,5.5,,6.7,4.28,7.2,4.87,4.57,4.05,6.46,5.1,5.0,6.3,7.42,9.28,5.97,4.67
2019-06-05,9.615,,8.7,6.4,11.05,7.33,7.1,6.9,8.25,6.5,7.8,8.28,10.55,11.25,10.2,7.13
2019-06-06,12.715,9.35,12.47,8.69,16.66,10.93,11.43,10.66,11.65,9.0,11.74,11.774999999999999,14.47,16.52,14.17,10.71
2019-06-07,17.23,9.684999999999999,13.35,9.53,17.975,10.915,12.65,11.485,12.785,9.73,13.3,12.899999999999999,14.17,,14.4,10.440000000000001
2019-06-08,4.1,2.97,4.97,3.45,5.97,3.93,3.5,3.3600000000000003,4.3149999999999995,3.65,4.09,4.635,6.0,,5.25,3.62
2019-06-09,2.93,2.5,4.23,2.9,4.1,3.07,2.77,2.33,3.98,3.4,3.13,4.1,4.47,,3.9,3.115
2019-06-10,3.07,2.63,4.77,2.76,5.09,3.27,2.8,2.8,4.33,3.47,3.4,4.28,4.87,,4.37,3.34
2019-06-11,4.13,2.97,3.97,3.3,4.33,3.33,3.1,3.27,4.05,3.33,3.37,4.2,5.9350000000000005,,4.67,3.3
2019-06-12,2.37,2.57,3.03,2.27,2.73,2.57,2.1,1.7349999999999999,2.75,2.57,2.17,2.43,3.77,,2.3,2.43
2019-06-13,19.5,14.885,24.485,12.25,21.335,14.215,18.8,16.25,25.845,15.9,24.77,21.83,24.965,,23.085,18.77
2019-06-14,3.55,2.9,3.9,3.2,4.6,3.17,3.1,3.1,4.1850000000000005,2.93,4.33,4.9,5.13,,4.37,2.87
2019-06-15,2.23,1.83,2.93,2.58,3.47,2.43,2.07,1.98,3.02,2.47,2.2,3.02,3.33,3.9,2.97,2.2
